order_id,customer_id,order_date,region,order_value
2205,1749,2025-07-13,East,223.73930074648678
2206,175,2026-02-26,East,899.1333735208691
2207,1561,2025-11-26,East,106.72062569940873
2208,1941,2025-06-29,North,810.4785195021036
2209,1696,2025-12-03,West,301.29828608235164
2210,54,2025-04-16,East,41.71356851262908
2211,1558,2025-10-24,West,423.1713479625726
2212,919,2025-03-13,West,557.0288704155679
2213,1257,2026-02-06,South,288.261012872771
2214,1788,2025-09-10,East,967.1523420466237
2215,1529,2026-02-07,East,346.429736715481
2216,534,2025-09-20,South,962.8128929470814
2217,490,2025-10-13,West,241.5225048541553
2218,844,2025-10-30,West,802.4875666312205
2219,1490,2025-09-19,North,49.865517763497145
2220,1073,2025-09-07,South,136.65010764516052
2221,1972,2025-04-26,West,394.9492355813432
2222,804,2025-07-13,East,470.79406743862125
2223,190,2025-06-20,South,733.7000044960434
2224,743,2025-08-16,North,110.07395234800998
2225,1581,2025-12-18,West,161.4099461029039
2226,448,2025-05-13,North,752.2389656145651
2227,598,2025-08-19,East,248.55228398078032
2228,767,2025-07-06,North,166.48235476195276
2229,336,2025-10-30,West,887.5900884084114
2230,1228,2025-11-22,South,908.9308811224369
2231,379,2026-02-08,North,491.4969609227229
2232,1003,2025-11-27,East,295.61303252578375
2233,888,2025-03-19,East,595.5634001473344
2234,1121,2025-12-10,South,289.718871115112
2235,208,2025-12-23,South,145.12870470610022
2236,1502,2025-06-23,South,945.0032578593015
2237,1016,2025-06-21,South,123.06214807633324
2238,961,2025-11-19,East,37.61853886168937
2239,468,2026-02-28,East,847.5800680585749
2240,1706,2026-01-08,North,159.97220780564737
2241,1374,2025-06-11,North,987.4878358923144
2242,182,2025-08-22,East,643.8868417831762
2243,532,2026-02-05,West,471.75683041959815
2244,1883,2025-09-29,South,133.10670802300052
2245,1969,2025-11-26,South,54.54884393910167
2246,1916,2025-03-15,North,827.4098143847295
2247,1685,2025-07-07,West,756.0960786753764
2248,1604,2026-01-09,North,226.18069718291096
2249,3,2025-03-13,North,226.2143523713883
2250,299,2026-02-24,West,731.7941966649615
2251,1023,2025-03-27,East,259.3825733513931
2252,1501,2025-03-15,West,163.79472969070963
2253,602,2025-08-10,East,418.8165634084459
2254,1441,2025-10-18,West,919.2818667799716
2255,276,2026-02-06,South,333.33864863957734
2256,111,2025-05-12,West,825.1236891104949
2257,1043,2025-07-21,West,785.0839107815133
2258,618,2025-07-26,West,941.8677016329739
2259,645,2025-07-15,North,908.5886626095498
2260,772,2025-11-10,North,962.5687486738955
2261,947,2025-07-02,North,495.73487975540974
2262,1993,2025-12-04,South,405.20704701371415
2263,1586,2026-02-21,South,804.237038066468
2264,1977,2025-10-01,South,296.36569012885394
2265,1614,2025-10-22,South,497.6448005498575
2266,1313,2025-08-03,West,321.84268993169076
2267,1975,2025-06-18,North,31.010467558319966
2268,225,2026-01-20,West,20.471448644409843
2269,280,2025-11-08,East,442.2208136249186
2270,1259,2025-07-25,West,188.3262008421374
2271,692,2026-01-10,North,542.0755416002891
2272,560,2025-10-23,South,665.3161122717222
2273,572,2025-03-22,North,646.4495743147958
2274,600,2025-06-05,North,708.9847504785057
2275,1369,2025-11-03,West,23.998093680395954
2276,1482,2025-11-09,South,963.0041855013533
2277,1362,2025-04-06,West,332.87285918092454
2278,1168,2025-04-09,East,244.08227283982038
2279,1864,2025-11-05,East,884.5516540588752
2280,542,2026-01-31,North,38.52841445774082
2281,96,2025-09-17,North,607.2433837118396
2282,178,2026-01-13,East,27.06970599700442
2283,574,2025-09-19,South,665.4406369782259
2284,903,2025-03-13,South,607.679717946028
2285,1808,2025-10-05,South,346.11874572061083
2286,336,2025-10-02,South,196.1750889887313
2287,1927,2025-08-27,West,92.87755365507154
2288,1754,2025-05-16,North,818.7863189566615
2289,1909,2025-06-03,East,814.3571384708565
2290,329,2025-06-04,West,344.2077258606175
2291,1238,2025-07-16,West,708.9705828271182
2292,1082,2025-07-27,South,863.4048744478108
2293,1941,2025-11-19,North,801.9887103259581
2294,178,2025-12-15,South,509.94743970054526
2295,1488,2026-02-27,West,575.9628483079387
2296,893,2025-07-30,East,756.8707809560339
2297,1654,2025-11-29,South,357.74482191552056
2298,1235,2025-08-06,South,350.3989164387132
2299,389,2025-07-30,West,766.946812760158
2300,1609,2025-11-02,North,111.83346390992116
2301,1103,2026-02-15,South,251.35635004445038
2302,902,2025-03-30,East,215.2617267592448
2303,305,2025-04-04,South,839.4991757068423
2304,314,2025-05-12,West,421.5165622222397
2305,1396,2025-11-27,North,510.1091048024153
2306,687,2025-11-15,East,744.1440494520502
2307,1339,2025-08-13,West,483.0237502708526
2308,1839,2025-12-19,East,154.42515699796724
2309,1075,2025-06-16,South,948.5225395744129
2310,1699,2025-03-23,East,348.27577465745054
2311,1826,2025-10-01,South,634.9090723967206
2312,1211,2025-07-26,West,245.22727818293956
2313,48,2025-08-27,South,367.0817990457224
2314,684,2025-10-15,West,523.4671607087158
2315,116,2025-10-25,North,522.945170115723
2316,1460,2025-07-05,North,879.1352566564273
2317,424,2025-11-27,West,519.2728500103644
2318,485,2025-07-02,South,613.2987492123295
2319,1416,2025-10-04,South,913.9058370853211
2320,1970,2025-04-12,North,61.546766107731784
2321,1568,2025-06-02,West,643.7754973510898
2322,1749,2026-02-12,East,425.14557319742636
2323,743,2025-08-06,East,389.2016691119845
2324,1010,2025-09-24,West,115.43636010931783
2325,23,2025-11-17,East,460.07206573362015
2326,576,2026-03-03,West,547.2851949227987
2327,1566,2025-10-10,North,917.5954474892554
2328,1167,2025-05-09,North,984.8107880390613
2329,1516,2025-03-24,East,845.9174176093351
2330,773,2026-01-09,South,908.211242743074
2331,1342,2025-05-21,East,928.6013848983183
2332,1275,2025-05-01,North,583.318641642238
2333,410,2025-09-19,North,219.20866671742073
2334,1951,2025-03-30,North,270.90083833572794
2335,397,2025-03-23,North,650.063400434097
2336,1702,2025-06-19,North,991.5945764986627
2337,214,2025-11-05,North,90.02667275584241
2338,392,2025-09-17,South,152.99792794847227
2339,1347,2025-03-16,South,727.6298483871972
2340,1643,2025-06-14,East,31.996188323148623
2341,1170,2025-12-07,South,205.127957844647
2342,830,2025-05-25,South,838.9519698600296
2343,1134,2025-08-10,South,679.524993643676
2344,1188,2026-01-23,South,842.9737999617424
2345,1682,2025-04-25,South,279.42730632920313
2346,1209,2025-08-25,West,451.8373294682512
2347,475,2025-04-27,West,595.5584477195432
2348,307,2025-10-16,North,707.3248035522757
2349,55,2025-06-23,East,289.21488971975305
2350,690,2025-03-25,West,637.6588609780014
2351,286,2026-03-05,West,223.28192240497899
2352,847,2025-10-21,North,741.4169101856666
2353,410,2025-08-24,North,213.46191035988906
2354,885,2025-03-20,North,830.4904763030083
2355,1103,2025-07-20,East,315.5283896091212
2356,1202,2025-11-11,North,434.96283201380265
2357,989,2025-03-14,South,315.7424918523719
2358,302,2025-09-03,West,142.09707983518916
2359,1156,2025-08-02,West,479.7261498692824
2360,1132,2025-07-16,North,160.78439016138157
2361,564,2025-08-27,South,224.0736598604425
2362,525,2026-01-04,East,994.4969990968242
2363,883,2025-06-08,South,494.10077495620277
2364,674,2025-03-30,North,573.0929877556217
2365,698,2025-08-30,West,431.00174364434594
2366,1842,2025-03-29,West,738.8163004072927
2367,618,2025-05-04,North,951.3486532896098
2368,55,2025-03-24,West,125.041142388259
2369,1033,2025-09-03,North,804.942170084363
2370,385,2025-07-20,West,565.0072174499101
2371,44,2025-04-07,South,915.5068982732579
2372,1698,2025-09-13,East,467.148209033393
2373,1988,2026-01-25,South,824.6599172389252
2374,1944,2025-03-16,North,291.18763211698405
2375,1140,2025-11-10,South,584.9466980130383
2376,1561,2025-05-09,North,776.9042502285083
2377,55,2026-02-05,East,248.34228518547462
2378,1990,2025-05-24,East,652.7360142649067
2379,1074,2025-07-08,West,43.452259706991924
2380,1347,2025-10-19,West,323.47328632713663
2381,592,2026-01-11,East,216.87097704039064
2382,316,2025-04-07,West,539.7190691902972
2383,1920,2025-04-27,West,887.841429113882
2384,223,2025-03-31,West,624.176599123878
2385,551,2026-02-15,East,879.8405370403822
2386,1295,2025-04-29,North,61.76181688257947
2387,246,2025-08-30,East,766.4910807328529
2388,1642,2025-04-06,South,176.87067952123465
2389,1127,2026-02-05,East,640.3633011559971
2390,506,2025-06-06,West,537.0970105060418
2391,1800,2026-01-06,West,531.0643965726047
2392,388,2025-06-04,North,835.2622777162035
2393,882,2025-12-14,South,467.13541956007913
2394,1407,2025-09-29,South,716.376475947636
2395,1008,2025-08-25,West,100.15354885212858
2396,1339,2025-06-03,North,623.1993509381629
2397,665,2025-04-28,North,262.22331656694223
2398,1411,2025-08-17,West,721.3785997888941
2399,482,2025-06-06,East,517.3921541446418
2400,1023,2025-12-07,North,625.3524670741583
2401,554,2026-01-23,North,324.3181275511213
2402,1300,2025-11-25,North,570.7443053321284
2403,1225,2025-07-06,South,880.2096978192596
2404,629,2025-05-08,South,575.147614834736
2405,47,2025-12-22,East,93.41786947734643
2406,609,2025-06-03,South,362.33977025196043
2407,1014,2025-11-17,South,977.4685174303003
2408,873,2025-12-11,North,77.29394672475343
2409,195,2025-04-08,South,565.9387176010715
2410,1221,2026-02-07,South,148.74412202229763
2411,452,2025-08-01,South,567.8490637090048
2412,788,2026-01-28,West,848.5789532158948
2413,1413,2025-09-19,East,211.18366752345182
2414,1255,2025-05-18,South,450.5958831684914
2415,743,2025-11-02,North,534.263222550226
2416,1735,2025-08-13,North,971.6104145771361
2417,1140,2025-04-04,East,827.9346925307451
2418,1855,2025-09-07,East,784.386238281671
2419,112,2025-08-02,North,409.4823461326658
2420,1921,2025-12-29,East,495.6889680527093
2421,487,2025-12-01,North,631.5316632014033
2422,1122,2025-03-12,West,218.8611866937076
2423,1479,2025-12-15,East,278.5620894717678
2424,1751,2025-04-03,West,842.345450448014
2425,729,2025-05-09,East,65.24602834025984
2426,957,2025-08-09,East,810.6128521370891
2427,861,2025-10-29,South,272.3015278012854
2428,1753,2025-04-07,West,940.6452334014475
2429,817,2025-07-16,East,648.9602847950938
2430,1725,2025-09-09,East,870.7397388107628
2431,1686,2026-03-01,North,810.3651663835171
2432,1564,2025-03-20,North,229.95770755309718
2433,1230,2025-05-11,North,834.7406674414096
2434,1111,2025-08-12,West,420.74147737032627
2435,118,2025-03-23,West,23.833299932599772
2436,1476,2025-12-26,East,918.5782664016755
2437,995,2026-01-23,South,397.56720997625536
2438,739,2026-02-11,South,860.8269465045752
2439,1505,2025-09-09,East,92.15976483875107
2440,1277,2025-04-09,North,694.0146594365731
2441,1796,2025-04-19,East,813.1480696271395
2442,1746,2025-04-30,East,772.4123824820425
2443,743,2025-03-30,West,905.46702068939
2444,841,2025-10-26,North,642.6892725395314
2445,316,2025-05-03,North,257.9831624026312
2446,1713,2025-03-11,West,335.3002591390914
2447,262,2025-12-30,South,702.355831284529
2448,39,2025-08-25,North,474.569556029292
2449,1637,2026-01-09,South,586.8557678122788
2450,1861,2025-12-03,North,155.35467619255297
2451,1093,2026-02-16,North,104.82606841988272
2452,1633,2026-01-16,North,348.78382871542505
2453,516,2025-09-06,South,292.5938456838576
2454,1800,2025-12-11,North,190.13596800525806
2455,216,2025-11-18,North,80.37348030510441
2456,823,2025-10-10,East,20.80890260139729
2457,1316,2026-02-18,East,330.7938633178933
2458,1030,2025-06-12,South,646.9628801080813
2459,1696,2026-02-13,South,487.6443939790706
2460,51,2025-10-18,North,575.9508964194052
2461,853,2025-07-27,East,31.273328155105105
2462,348,2025-05-26,South,546.3211388876251
2463,248,2025-12-22,West,70.19268615607623
2464,1649,2025-11-08,South,710.8322147367466
2465,1110,2025-10-06,East,653.2455020346955
2466,912,2025-05-26,South,300.59752679157316
2467,311,2025-12-25,South,427.0605807107128
2468,597,2026-01-16,North,77.77173688165276
2469,1787,2025-08-24,North,992.1841549776373
2470,138,2025-04-22,East,998.0225094310389
2471,509,2025-09-13,West,720.8742337076912
2472,1744,2025-08-01,West,908.7749874087467
2473,405,2025-05-19,East,254.2356316029037
2474,76,2026-02-25,North,643.4640337200029
2475,80,2025-08-01,West,967.4283736769046
2476,1670,2025-07-23,South,971.7202907982893
2477,1312,2025-04-28,West,680.440215014886
2478,398,2025-11-16,East,435.50224365639707
2479,791,2025-10-09,West,607.9237743624897
2480,1350,2025-07-24,South,924.9223745899884
2481,943,2025-07-29,West,810.9519924236776
2482,1824,2025-06-13,East,418.8134250442258
2483,716,2025-09-25,North,785.3640092012931
2484,391,2025-05-29,East,915.5127665746612
2485,422,2025-06-11,North,130.30514814329263
2486,1935,2025-04-30,South,504.5000369809808
2487,908,2025-05-29,West,485.9223622408515
2488,446,2025-04-12,North,46.79439465347831
2489,438,2025-11-14,North,392.15255819838245
2490,1443,2025-04-12,South,92.3400572140747
2491,1981,2026-01-29,East,27.84721057172908
2492,1725,2026-02-16,West,946.2115068068906
2493,1727,2025-12-29,South,829.170194476683
2494,822,2026-02-19,West,279.0311843019039
2495,635,2025-09-09,North,774.4436063728967
2496,111,2025-04-14,South,917.0289218793323
2497,1734,2025-06-17,North,57.1555241496415
2498,1537,2026-01-17,East,755.5511799812137
2499,1093,2025-12-21,South,917.4467972076269
2500,1597,2025-10-10,South,237.85117298433073
2501,1582,2025-05-21,West,97.04947327381228
2502,1805,2025-05-03,South,62.598448974738304
2503,62,2025-03-08,North,60.788640812830955
2504,847,2025-10-02,East,533.4407696554306
2505,734,2025-10-17,South,335.5573071474132
2506,1240,2025-10-14,North,888.6695037454925
2507,1814,2026-01-17,North,357.5280573119677
2508,505,2025-09-26,East,714.7608584521695
2509,871,2025-12-17,West,377.0211513896162
2510,1777,2026-01-25,North,499.8524939533343
2511,1856,2025-10-10,North,545.2946457564633
2512,70,2025-03-31,East,87.14397212489936
2513,517,2025-04-29,South,351.19137562425857
2514,1664,2025-04-04,North,145.73274449592617
2515,1456,2025-12-13,West,651.92535989825
2516,1797,2025-10-20,West,241.07389113999866
2517,1817,2025-09-22,North,352.0663302033828
2518,1506,2025-11-17,South,431.70834866776755
2519,257,2025-11-28,South,180.58998735731794
2520,144,2025-07-16,East,367.2907624178615
2521,1914,2025-03-20,East,563.5767183078557
2522,525,2026-02-16,North,288.43510905834705
2523,1597,2025-04-22,West,464.36642610038285
2524,437,2025-07-26,West,507.5388531553692
2525,1434,2025-07-13,West,454.4246975006724
2526,146,2025-12-08,West,940.3983065955883
2527,1663,2025-11-25,South,936.5003446522325
2528,1207,2026-01-26,East,621.6519920074606
2529,706,2025-06-25,East,458.1284511591891
2530,1728,2026-01-14,West,602.8521930486164
2531,434,2025-10-15,East,272.63013614674264
2532,1375,2025-10-06,North,558.9024738268193
2533,1244,2025-05-15,East,739.7883598984314
2534,162,2025-12-27,East,271.5581489671232
2535,93,2025-12-19,North,236.9714752244996
2536,447,2026-02-18,South,59.847621118463735
2537,1064,2025-05-28,West,816.8802238203865
2538,636,2025-06-14,South,837.0206366111466
2539,1766,2026-01-25,North,946.3397564515006
2540,1340,2025-04-13,South,698.941645917723
2541,1435,2025-07-17,North,862.8862664069745
2542,1401,2025-03-12,South,135.24310878162382
2543,1864,2025-09-06,East,500.8170103430114
2544,1782,2025-06-25,East,971.3212913093599
2545,1774,2025-10-18,South,905.828392786244
2546,1994,2025-08-18,South,841.8247867047611
2547,1402,2025-04-21,West,556.1741945824923
2548,807,2025-07-05,West,522.9111984595934
2549,530,2025-10-11,East,801.2081250601456
2550,1325,2025-07-15,South,661.3463854687665
2551,846,2025-12-13,East,36.93984528738367
2552,1006,2025-12-21,East,229.09098613689414
2553,1034,2026-01-16,South,584.4899111682258
2554,735,2025-06-23,North,528.7964727860513
2555,822,2025-07-12,North,524.7375023999045
2556,1686,2025-12-13,East,714.0333542797534
2557,174,2025-11-29,West,56.46381536696716
2558,395,2026-02-24,East,371.5056458213181
2559,1124,2025-11-10,East,546.1741987415589
2560,1989,2026-01-03,South,72.6819380840897
2561,1857,2025-11-12,South,158.22446361768388
2562,1297,2025-05-13,East,830.7876800619897
2563,720,2025-06-08,North,87.17942024543424
2564,711,2026-01-11,South,977.9667654358001
2565,479,2025-10-30,South,764.3770999191834
2566,379,2025-04-24,North,339.2558199841517
2567,261,2025-03-31,South,55.47296313222942
2568,627,2025-08-02,North,990.7351940747579
2569,260,2025-09-01,East,76.34969624493527
2570,1075,2025-03-12,East,50.18850743928851
2571,480,2025-05-12,East,114.79469490382203
2572,1450,2026-01-29,North,860.3911121296132
2573,115,2026-01-15,North,586.8966490849941
2574,518,2025-08-07,North,626.7407909610645
2575,248,2025-12-21,East,637.9876336368926
2576,1976,2025-05-03,West,978.8053785836798
2577,295,2025-12-23,West,750.7151294472867
2578,265,2026-03-08,East,125.65595691631795
2579,293,2025-07-06,East,295.63363729732947
2580,1648,2025-09-02,South,202.48333332311765
2581,1047,2026-01-15,East,584.4697534842821
2582,296,2025-11-26,West,103.7981025879579
2583,1526,2025-05-05,North,918.788899615198
2584,1700,2025-11-09,West,516.2087230276809
2585,891,2025-06-21,North,844.1645043727889
2586,1846,2026-01-10,East,909.1982839607946
2587,1849,2025-11-05,North,638.4085093944899
2588,311,2026-01-24,South,553.5885767711592
2589,547,2025-05-14,East,461.903778903073
2590,1159,2025-05-25,West,706.7947933410653
2591,28,2025-09-08,West,629.2735664016672
2592,287,2025-04-02,South,753.3060602062309
2593,211,2025-12-27,South,511.66540179335556
2594,719,2025-12-15,East,604.6841698280583
2595,1490,2025-07-22,North,348.7433166552305
2596,1061,2025-07-29,South,749.2837032682062
2597,1518,2025-11-24,East,424.52909392465017
2598,773,2025-12-12,South,805.0930451041737
2599,821,2025-11-01,East,214.29109639287807
2600,1492,2025-09-21,West,436.3586319353639
2601,258,2025-11-25,North,986.7092949206099
2602,715,2026-01-07,North,358.2298159733042
2603,1160,2025-07-21,East,632.2491693421892
2604,974,2026-03-05,East,923.7449562132555
2605,585,2025-05-19,North,658.4565375946946
2606,1428,2026-02-05,West,536.3934371556115
2607,113,2026-01-12,West,715.5270196797737
2608,352,2025-10-20,North,483.6801419590073
2609,1935,2025-04-23,North,214.18216392743795
2610,464,2025-09-24,North,312.3135299561175
2611,1498,2026-01-30,South,813.7652191696377
2612,185,2025-09-05,East,552.2008781807696
2613,1773,2025-11-24,South,306.63601171960227
2614,1330,2026-02-09,South,216.91472483945861
2615,942,2025-12-27,North,609.616911799743
2616,1181,2025-11-30,North,880.172621818479
2617,1532,2025-08-14,North,397.7006109753987
2618,861,2025-06-28,South,938.1415467828277
2619,1530,2025-09-11,West,906.0025894210136
2620,1248,2025-11-17,West,375.2660970586743
2621,688,2025-09-16,West,966.3581937666894
2622,1940,2025-06-16,South,991.097123595191
2623,1591,2025-05-05,West,869.3905436819847
2624,236,2026-01-12,North,681.9380327176865
2625,1963,2026-01-20,West,342.35682181734927
2626,795,2025-12-13,West,294.0743724083379
2627,1001,2025-11-17,West,375.0071397295858
2628,1302,2025-10-10,South,862.0107242632616
2629,454,2025-06-02,East,178.67779321569938
2630,563,2025-09-10,East,981.8630864122648
2631,218,2025-06-05,East,406.7472953897901
2632,1701,2025-07-02,South,245.76456089595416
2633,1958,2026-01-24,South,959.4610189509226
2634,458,2026-02-22,South,225.64044701294821
2635,631,2025-11-09,North,414.0943772326571
2636,1801,2025-12-20,West,322.5518478636033
2637,1102,2025-10-10,East,684.6758243696196
2638,1746,2025-04-14,South,20.479271921405996
2639,1672,2025-11-09,North,593.7798054501183
2640,427,2025-03-15,West,74.14267653157916
2641,1795,2025-03-21,West,489.0382103416211
2642,1450,2025-07-22,East,872.386717947143
2643,1416,2025-09-29,South,642.0018289365778
2644,1482,2025-07-04,East,983.901176825126
2645,1439,2026-01-31,South,211.24771557380328
2646,1197,2025-12-20,West,929.9051189878112
2647,1269,2025-04-04,South,760.0349933489742
2648,1821,2025-08-29,West,492.7671840791416
2649,268,2025-05-12,East,903.0406145530673
2650,438,2026-01-31,North,837.2497244571206
2651,1101,2025-09-10,South,956.1121418265558
2652,1236,2025-08-25,North,211.11235860728772
2653,1739,2025-03-13,East,244.30369366447962
2654,951,2025-08-16,West,711.3784055680608
2655,1263,2025-06-28,West,971.9200511191366
2656,798,2025-07-17,South,606.0672690426308
2657,1928,2025-09-19,North,642.1869499758074
2658,136,2025-04-15,North,825.1331447038698
2659,1410,2025-05-08,East,455.90784756666204
2660,1456,2025-11-03,North,874.1746351285667
2661,824,2025-06-17,South,494.60802106510107
2662,1551,2026-02-27,East,513.2789406389329
2663,890,2026-01-05,West,590.6178467816245
2664,614,2025-07-02,East,796.7229364200314
2665,1790,2025-08-05,North,974.5154811768045
2666,1732,2025-11-08,South,257.96118452595766
2667,1967,2025-12-21,East,916.8450092065594
2668,619,2026-03-06,East,447.789124254684
2669,247,2025-05-02,West,89.41641129753611
2670,1721,2026-02-14,North,493.6301733280443
2671,1731,2025-10-05,South,953.0948009556992
2672,21,2025-09-08,East,85.46630528588426
2673,802,2025-11-13,North,322.1255393807851
2674,1234,2025-09-14,East,924.6358359871401
2675,1482,2025-03-18,North,105.50651363048266
2676,357,2025-08-04,North,853.7512102998841
2677,1078,2025-03-27,South,464.9846097493772
2678,1859,2025-04-26,South,417.104342894311
2679,1694,2025-09-30,West,514.274764469357
2680,737,2026-01-16,West,415.359365945714
2681,1575,2025-08-06,North,362.18118653327906
2682,612,2025-07-18,North,217.12061103900672
2683,377,2025-03-20,East,52.52142289416392
2684,530,2025-06-08,South,665.9286746894275
2685,123,2025-07-25,East,424.462961111131
2686,411,2025-11-29,East,171.39533560170867
2687,1859,2025-12-14,North,50.085400934357935
2688,1536,2025-07-08,South,888.379448654568
2689,1745,2025-06-10,West,259.5995121499766
2690,561,2026-01-21,North,657.5276869811827
2691,708,2026-02-12,East,64.75400355412546
2692,1174,2025-09-29,West,370.2418819420631
2693,837,2025-11-01,West,177.4572542753539
2694,557,2025-10-07,West,48.73985616165259
2695,1159,2025-08-18,West,66.24519810420145
2696,239,2025-06-17,North,955.2057847681516
2697,1514,2025-08-18,South,337.9943661605306
2698,401,2025-03-11,North,773.0415153662487
2699,1616,2025-04-27,South,159.59758842206304
2700,494,2026-03-07,South,920.4351374589136
2701,687,2025-08-20,West,775.7186290654432
2702,1685,2025-09-11,East,870.905627040524
2703,662,2025-04-17,West,282.0287168740355
2704,31,2025-12-29,South,718.0461757478965
2705,1327,2025-03-31,East,530.4955799986371
2706,1568,2025-08-06,West,68.25945074056439
2707,996,2025-06-24,North,303.94123420174867
2708,1267,2025-04-13,North,376.7985082884943
2709,1668,2025-07-01,West,611.6124359003697
2710,940,2025-11-17,South,893.5729142218426
2711,1710,2026-02-04,North,555.3050570803041
2712,929,2025-05-14,North,854.3105432544135
2713,593,2026-01-09,North,494.4131514360066
2714,574,2025-04-25,West,524.3045779672198
2715,1156,2025-04-26,East,120.51820537196551
2716,967,2025-10-13,North,443.9886951506921
2717,1972,2026-02-22,North,347.811870312691
2718,1104,2025-08-26,South,562.4979538732641
2719,750,2025-10-17,East,289.885400994283
2720,1956,2025-05-08,East,232.08993921820792
2721,715,2025-05-09,West,601.8738500909869
2722,909,2025-12-04,West,354.84413559144394
2723,709,2025-09-07,South,319.41210793445066
2724,1123,2026-02-25,East,167.78822038654724
2725,1031,2025-06-06,East,209.45767396791985
2726,1237,2025-08-20,North,862.0370202526631
2727,672,2025-03-14,West,434.098425614468
2728,1634,2025-05-01,East,600.1399560552893
2729,1802,2025-07-22,East,687.8647612583558
2730,1027,2025-08-02,South,140.0381034877546
2731,1431,2025-06-25,North,620.327887806132
2732,941,2025-09-05,North,624.9308551186247
2733,846,2025-09-05,West,338.45385508041574
2734,1757,2025-09-15,West,558.9849532026997
2735,1712,2025-05-15,North,643.9584672525299
2736,86,2026-01-10,North,338.2350853057824
2737,1678,2026-01-25,North,176.0371744818165
2738,1934,2025-03-31,South,957.2056496764367
2739,706,2025-03-18,North,594.9375848311627
2740,645,2025-08-01,West,373.0456801079945
2741,754,2025-10-02,South,217.5826029890258
2742,180,2026-03-05,South,834.6270286566838
2743,1323,2025-10-14,South,200.41405775315934
2744,1915,2025-11-25,West,48.188438405109
2745,38,2025-07-30,East,640.1865153418515
2746,1445,2025-08-05,East,383.7790402497469
2747,165,2025-08-23,North,621.0182966437226
2748,961,2025-10-03,West,768.9300035491482
2749,856,2025-04-08,North,857.5820502402091
2750,1791,2025-11-24,West,805.940369113586
2751,1050,2025-04-20,East,307.2268171855888
2752,1136,2026-02-08,East,40.920287526214956
2753,1671,2026-01-10,South,768.826364373013
2754,1489,2025-12-15,West,910.7233932212478
2755,535,2025-08-02,East,192.0579374765932
2756,105,2025-09-16,West,507.40392776465535
2757,154,2026-01-23,North,416.3462426797835
2758,1841,2025-05-27,West,154.57604664640508
2759,1711,2025-12-16,West,338.6783581280485
2760,1530,2025-04-14,East,805.5204671137984
2761,754,2025-06-25,East,671.6413878926501
2762,815,2026-02-17,East,681.2559969315164
2763,119,2026-01-02,West,61.38757965257499
2764,1056,2026-01-14,East,748.2520175454242
2765,1096,2025-04-26,East,765.611240987792
2766,851,2025-10-02,South,918.5007611693145
2767,1946,2025-12-25,South,112.23354211491991
2768,1471,2025-12-01,West,834.9741866752967
2769,1957,2025-05-30,East,586.5415273518805
2770,251,2025-07-22,East,901.055716970744
2771,1391,2025-07-10,West,658.421707248283
2772,1670,2025-08-04,South,784.4076900414299
2773,271,2025-11-18,East,245.51327066952817
2774,1343,2026-03-06,North,644.1936912106665
2775,1753,2025-11-13,North,216.0803342767933
2776,903,2025-12-14,South,549.0518266663155
2777,435,2025-10-14,North,373.7268917669347
2778,408,2025-05-31,West,31.81153629515316
2779,86,2026-02-11,South,997.3146531114036
2780,874,2025-10-05,East,779.6308586937414
2781,890,2026-01-23,West,790.1752473020377
2782,1302,2025-12-09,West,859.7199068284317
2783,98,2025-10-13,East,755.568270697563
2784,1982,2025-06-07,West,868.6983094186646
2785,28,2025-09-08,West,588.7793255715102
2786,1676,2025-06-11,South,501.52218413004306
2787,600,2025-11-04,South,114.39248619323277
2788,1068,2025-12-20,East,525.4748374249186
2789,955,2025-10-19,West,877.7546440707232
2790,967,2025-09-17,West,395.8520432263176
2791,187,2025-06-13,West,953.9392205802797
2792,462,2025-08-21,East,423.89302343344
2793,1997,2025-07-07,East,270.263225643292
2794,286,2025-04-06,West,170.62247375652606
2795,142,2025-03-31,North,363.4098393174366
2796,1200,2026-01-03,South,449.85248538923213
2797,98,2025-03-12,West,795.5939122141468
2798,1632,2025-04-28,West,775.2803397676354
2799,1454,2025-08-10,South,197.10093317061813
2800,1399,2026-02-12,North,753.5905357401157
2801,1651,2025-06-27,North,846.6969363875822
2802,1677,2025-06-17,East,557.0392073341234
2803,1326,2025-05-21,South,745.9072112626519
2804,982,2025-04-18,East,835.3217131795327
2805,1965,2025-04-20,South,745.3589224640714
2806,739,2025-03-29,West,181.54550052861254
2807,1406,2026-01-16,North,494.4811863505711
2808,1638,2026-02-15,West,154.84959486583475
2809,460,2025-04-04,South,513.719668900921
2810,885,2025-06-15,East,825.0886971336591
2811,851,2025-05-25,South,472.32008147934084
2812,883,2025-08-04,West,778.4767524374136
2813,638,2026-01-02,South,307.1367676637969
2814,539,2025-04-25,North,834.6362208039694
2815,1242,2026-02-26,North,726.2274100532891
2816,497,2026-03-05,South,134.16866624727425
2817,333,2025-08-24,North,397.16026337680967
2818,310,2025-03-23,East,771.9323632541596
2819,1241,2025-07-18,South,237.8091700081467
2820,1007,2025-06-14,East,129.98331155222454
2821,970,2026-01-21,North,242.56018612968887
2822,1632,2025-06-11,North,801.2251370791985
2823,1302,2025-12-06,North,270.3635054713262
2824,337,2025-06-09,North,380.3425592082805
2825,635,2025-11-10,East,969.250871538254
2826,1569,2025-12-10,South,235.03231564933225
2827,643,2025-11-16,North,794.9496675567738
